x,y
1780,959.9938
1781,959.8106
1782,903.4625
1783,962.157
1784,955.4717
1785,928.6397
1786,929.9423
1787,930.5487
1788,839.9356
1789,780.0057
1790,857.8498
1791,826.7044
1792,925.8078
1793,929.7634
1794,963.8806
1795,956.2611
1796,986.8951
1797,967.2431
1798,957.2701
1799,1018.5481
1800,898.5425
1801,1021.0869
1802,969.3071
1803,986.7644
1804,1014.0476
1805,1007.3306
1806,981.4606
1807,1044.9398
1808,1050.872
1809,1044.7924
1810,999.3826
1811,1041.8457
1812,969.3023
1813,980.4417
1814,1050.1032
1815,989.1986
1816,1066.6941
1817,1033.0704
1818,997.0343
1819,1073.0382
1820,1050.9016
1821,1024.1718
1822,1044.7294
1823,1020.2148
1824,992.4583
1825,1048.1014
1826,990.3974
1827,1002.1286
1828,1010.7266
1829,986.3891
1830,1020.5316
1831,1037.444
1832,678.0274
1833,1111.4695
1834,1013.0829
1835,1022.7305
1836,1017.7218
1837,970.4564
1838,986.9526
1839,1013.5534
1840,957.7874
1841,1029.8206
1842,920.3829
1843,993.033
1844,957.5622
1845,1019.4661
1846,998.9925
1847,1013.4245
1848,987.6708
1849,993.7918
1850,1016.5681
1851,990.0282
1852,996.3852
1853,1018.5597
1854,984.5876
1855,1020.2956
1856,966.0307
1857,988.0227
1858,960.7622
1859,984.8059
1860,1020.2895
1861,987.9191
1862,968.5069
1863,966.0659
1864,1007.694
1865,989.5148
1866,972.6417
1867,1007.7325
1868,959.7741
1869,906.104
1870,836.7478
1871,899.6895
1872,899.7267
1873,927.7099
1874,966.4475
1875,952.2303
1876,931.8456
1877,994.593
1878,955.511
1879,967.8329
1880,961.9885
1881,1009.6951
1882,960.0934
1883,990.5126
1884,1019.8232
1885,989.4862
1886,994.8798
1887,1014.866
1888,1012.0048
1889,938.0433
1890,1020.7622
1891,988.0143
1892,962.3489
1893,1049.3316
1894,959.8617
1895,990.3072
1896,996.9708
1897,1015.2156
1898,996.5063
1899,950.1133
1900,1020.8549
1901,960.3491
1902,959.9231
1903,999.9475
1904,963.8366
1905,1006.2928
1906,959.7026
1907,989.8683
1908,1020.0455
1909,936.2405
1910,963.4442
1911,950.4273
1912,991.1778
1913,909.7713
1914,1009.46
1915,990.0588
1916,1005.3547
1917,1004.2111
1918,1008.2559
1919,981.2595
1920,1009.9629
1921,988.95
1922,968.9808
1923,959.8018
1924,1012.8185
1925,899.3374
1926,972.8808
1927,977.6549
1928,959.5528
1929,960.2074
1930,960.4192
1931,962.4482
1932,986.8936
1933,965.2986
1934,955.0939
1935,843.7389
1936,896.493
1937,959.7592
1938,912.3624
1939,952.0636
1940,959.6629
1941,1019.2873
1942,986.3588
1943,972.512
1944,1007.892
1945,989.8381
1946,1002.1601
1947,1008.1377
1948,987.693
1949,975.6931
1950,1006.302
1951,989.7964
1952,966.7829
1953,983.7591
1954,1019.6154
1955,963.4475
1956,986.2293
1957,962.7337
1958,1047.9872
1959,960.0374
1960,1049.9674
1961,994.5157
1962,1015.7555
1963,989.7376
1964,1005.2404
1965,1004.289
1966,960.2342
1967,1000.4609
1968,1009.7492
1969,990.8313
1970,1047.9127
1971,990.6529
1972,963.8342
1973,997.6206
1974,1008.609
1975,992.2227
1976,1047.8744
1977,1053.8619
1978,985.7104
1979,1050.2278
1980,990.1021
1981,1001.7254
1982,978.8083
1983,998.2753
1984,954.1724
1985,958.8944
1986,988.5165
1987,965.1368
1988,1015.1658
1989,989.1485
1990,958.5914
1991,1022.4283
1992,985.7133
1993,993.9
1994,957.5713
1995,1022.7659
1996,1049.3099
1997,1000.6838
1998,1040.0796
1999,987.9489
2000,991.4363
2001,1020.565
2002,989.3814
2003,1020.1067
2004,990.1362
2005,1050.041
2006,989.7778
2007,987.8441
2008,1052.8468
2009,1049.6909
2010,995.983
2011,1013.4998
2012,1000.4522
2013,979.9009
2014,971.0133
2015,1010.8027
2016,957.8503
2017,964.7856
2018,982.9075
2019,970.9903
2020,959.9516
2021,891.549
2022,897.428
2023,903.0696
2024,933.5134
2025,955.9211
2026,911.2538
2027,951.5944
2028,953.3063
2029,948.0195
2030,946.3118
2031,929.1731
2032,929.8055
2033,961.0743
2034,899.2688
2035,974.3859
2036,945.9461
2037,962.5973
2038,986.9949
2039,1007.4845
2040,1032.447
2041,996.1467
2042,986.2743
2043,1048.2734
2044,1049.4152
2045,989.6616
2046,1051.0209
2047,991.6844
2048,1018.0716
2049,990.0351
2050,1002.9822
2051,980.0056
2052,986.4577
2053,984.8667
2054,965.4055
2055,1019.4352
2056,996.9267
2057,969.4828
2058,1004.8401
2059,1014.7749
2060,966.8398
2061,1017.5525
2062,990.5096
2063,963.1957
2064,1043.9341
2065,997.5148
2066,1015.6141
2067,960.0518
2068,993.2793
2069,976.5208
2070,942.9644
2071,1016.4956
2072,990.1046
2073,990.1881
2074,1020.8554
2075,989.1929
2076,999.0819
2077,1037.7358
2078,1023.4173
2079,988.7855
2080,988.8664
2081,1021.6288
2082,993.9954
2083,956.7634
2084,1050.072
2085,995.1439
2086,1016.5386
2087,1020.2301
2088,1018.0255
2089,1018.9736
2090,1020.6774
2091,992.1652
2092,957.8628
2093,1020.2472
2094,960.0306
2095,959.6085
2096,960.3463
2097,959.6338
2098,960.1286
2099,990.3234
2100,1019.1858
2101,986.3576
2102,1053.7203
2103,1000.1458
2104,978.1071
2105,1021.5464
2106,1001.1285
2107,964.2496
2108,1034.7642
2109,956.1822
2110,1052.6532
2111,991.6951
2112,986.6811
2113,1023.4384
2114,959.1704
2115,1050.9665
2116,992.0111
2117,987.2849
2118,1023.0915
2119,1006.9563
2120,1000.2076
2121,999.1614
2122,948.5894
2123,969.4721
2124,952.9807
2125,990.4706
2126,1020.7631
2127,983.5224
2128,1025.4188
2129,998.701
2130,980.4743
2131,1020.6396
2132,959.5286
2133,990.2313
2134,930.0209
2135,840.3494
2136,839.5986
2137,865.3761
2138,932.5015
2139,931.8915
2140,900.2942
2141,958.2917
2142,962.2536
2143,988.9891
2144,960.972
2145,911.2866
2146,1008.0761
2147,990.1177
2148,929.6793
2149,984.4112
2150,1026.1434
2151,990.1036
2152,960.1035
2153,997.8169
2154,1012.8852
2155,1002.9368
2156,975.9359
2157,989.5963
2158,991.0668
2159,999.213
2160,1074.6865
2161,930.6735
2162,999.0722
2163,1005.158
2165,1050.629
2166,959.4916
2167,1021.8816
2168,1081.8119
2169,963.1024
2170,1043.5421
2171,980.9428
2172,1031.7436
2173,926.8188
